state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases,geocoded_state
TX,La Salle County,48283,county,2020/04/06,Shelter in Place,start,La Salle County Policy Start,wikidata,,POINT (-99.317341 31.447238)
CA,San Joaquin County,06077,county,2020/03/21,Shelter in Place,start,San Joaquin County Policy Start,wikidata,,POINT (-119.662127 37.211164)
IA,,,state,2020/03/19,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-93.500061 42.074659)
DE,,,state,2020/06/15,Personal Care,start,"Policy_Details: Governor Carney announced Phase 2 of Delaware's reopening will begin June 15, 2020
INDIVIDUAL GUIDELINES
-Cloth coverings must be worn
-Non-household members must maximize social distancing
-All individuals in public (parks, outdoor recreation areas, shopping, etc) must social distance
-Indoor gathering limit: 50 people but social distance from non-household members
-Places operating at 30% occupancy under Phase 1 can move to 60% occupancy 
-Exercise facilities and personal care services (hair, tanning, tattoo, massage, nail, brow, spas) to remain at 30% occupancy
-Fully unenclosed outdoor gatherings of up to 250 people are permitted
-Leisure travel should be avoided but may resume under general guidance
-All vulnerable individuals should continue to shelter in place
BUSINESS GUIDELINES
-Common areas where people can congregate must remain closed
-Employees/customers have responsibility to self-quarantine if they think they may be sick
-Teleworking is encouraged
-All surfaces touched by customers must be disinfected by EPA-approved disinfectant every 15 minutes to 2 hours 
-Employees required to go to work should perform daily health work 
-All employees must wash hands throughout the day and use hand sanitizer and social distance from other employees
-Businesses must make hand sanitizer available to employees and patrons (hand sanitizer must be 60% ethanol and 70% isopropanol 
-Downtime should be given between shifts and after closing for cleaning 
-Employees must post signs about how to stop spread of COVID-19, hand hygiene, and wear a face covering  Phase Level: 2, Phase Details Source information: https://governor.delaware.gov/wp-content/uploads/sites/24/2020/06/Delaware-Economic-Reopening-PHASE-2.pdf",sip_submission_form: https://governor.delaware.gov/wp-content/uploads/sites/24/2020/06/Delaware-Economic-Reopening-PHASE-2.pdf,,POINT (-75.452394 38.994926)
MI,Dickinson,26043,county,2020/07/31,Entertainment,start,"Policy_Details: Region 8 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",,POINT (-85.730977 44.874798)
ND,Traill,38097,county,2020/09/03,Non-Essential Businesses,start,"Policy_Details: Personal Services (i.e. Salon, Tattoo) & Retail
- Operate under heightened hygiene and cleaning standards.
- Monitor employees for symptoms.
- Resume to normal capacity of foodservice operations while continuing to follow new protocols.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5,POINT (-100.46931 47.446305)
IL,Rock Island,17161,county,2021/01/15,Houses of Worship,start,Policy_Details: - All gatherings of 50 people or fewer are allowed with this limit subject to change based on latest data & guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
ME,Oxford,23017,county,2020/05/18,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3,POINT (-69.06137 45.117911)
MS,Rankin,28121,county,2020/07/13,Entertainment,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
NY,Bronx,36005,county,2020/06/08,Manufacturing,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://coronavirus.health.ny.gov/home",sip_submission_form: https://coronavirus.health.ny.gov/home,,POINT (-75.59655 42.921241)
UT,Summit,49043,county,2020/11/24,Outdoor and Recreation,start,"Policy_Details: - Masks required
- 6’ between parties at all times, can apply for exceptions but will rarely be granted
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
PA,,,state,2020/07/16,Gyms,start,"Policy_Details: All gyms are able to conduct indoor operations but should encourage outdoor physical fitness activities 
All activities must follow masking requirements Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/wolf-administration-announces-targeted-mitigation-efforts-in-response-to-recent-covid-case-increases/",sip_submission_form: https://www.governor.pa.gov/newsroom/wolf-administration-announces-targeted-mitigation-efforts-in-response-to-recent-covid-case-increases/,,POINT (-77.838886 40.896694)
UT,Iron,49021,county,2020/11/24,Mask Requirement,start,Policy_Details: Masks required    Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/,sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
IL,Richland,17159,county,2021/01/15,Manufacturing,start,Policy_Details: All manufacturing open with IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
NE,Sioux,31165,county,2020/03/30,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
NE,Franklin,31061,county,2020/03/31,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
NE,Platte,31141,county,2020/04/03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
CA,San Mateo County,06081,county,2020/03/17,Shelter in Place,start,San Mateo County Policy Start,wikidata,,POINT (-119.662127 37.211164)
HI,,,state,2020/03/17,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,,POINT (-157.854309 21.361013)
WA,,,state,2020/03/18,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-120.592492 47.411715)
UT,Kane,49025,county,2020/11/24,Mask Requirement,start,Policy_Details: Masks required   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/,sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
AL,,,state,2020/05/11,Outdoor and Recreation,start,"Policy_Details: Safer at Home order (amended/extended on May 22, 2020  by State Health Officer Scott Harris): Beaches: visitors to beaches must obersve 6 ft social distancing effective May 11, 2020   Source information: https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf",sip_submission_form: https://governor.alabama.gov/assets/2020/05/Safer-at-Home-Order-FINAL-5.21.2020.pdf,,POINT (-86.844516 32.756889)
ND,Billings,38007,county,2020/09/03,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5,POINT (-100.46931 47.446305)
IL,Livingston,17105,county,2021/01/15,Houses of Worship,start,Policy_Details: - All gatherings of 50 people or fewer are allowed with this limit subject to change based on latest data & guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
NH,Hillsborough,33011,county,2020/06/15,Food and Drink,start,Policy_Details: restaurants open for indoor seated dining at 50% occupancy capacity    Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,sip_submission_form: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,,POINT (-71.57139 43.680429)
IL,Greene,17061,county,2021/01/15,Manufacturing,start,Policy_Details: All manufacturing open with IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
CT,,,state,2020/03/23,Houses of Worship,start,"Policy_Details: religious, spiritual, and worship gatherings of more than 50 people prohibited  Phase Level: Shelter in Place , Phase Details Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf",sip_submission_form: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf,3,POINT (-72.738288 41.575155)
KY,,,state,2020/06/01,Entertainment,start,"Policy_Details: movie theaters, swimming pools, gyms and fitness centers were allowed to reopen Phase Level: 2, Phase Details Source information: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/",sip_submission_form: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/,,POINT (-85.290484 37.526683)
NM,Sierra,35051,county,2021/02/24,Non-Essential Businesses,start,"Policy_Details: 75% of maximum capacity indoors; no restrictions on outdoor spaces 
   Source information: https://cv.nmhealth.org/wp-content/uploads/2021/02/022421-PHO.pdf",sip_submission_form: https://cv.nmhealth.org/wp-content/uploads/2021/02/022421-PHO.pdf,4,POINT (-106.108388 34.421369)
IL,Morgan,17137,county,2021/01/15,Phase 4,start,"Policy_Details: To prepare businesses and employers to implement new and updated safety guidelines in Phase 4, the State of Illinois has developed this business toolkit complete with signage, posters, and other resources to ensure business and activities are conducted in accordance with the latest public health recommendations. See an overview of the Phase 4 changes here  https://dceocovid19resources.com/restore-illinois/restore-illinois-phase-4/   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4",sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
ID,,,state,2020/05/01,Outdoor and Recreation,start,"Policy_Details: ""Indoor gyms and recreation facilities remain closed, develop plans for reopening and ability to meet protocol business protocols in order to open in stage 2.  Hair salons remain closed, develop plans for reopening and ability to meet business protocols in order to open in stage 2.  	Large venues (e.g., movie theaters and sporting venues) are closed.    Restaurants dining rooms remain closed, develop plans for reopening and ability to meet business protocols in order to open in stage 2.    Bars and nightclubs remain closed.""   Source information: https://rebound.idaho.gov/wp-content/uploads/2020/05/opening-up-guidlines_rev051420.pdf",sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/2020/05/opening-up-guidlines_rev051420.pdf,,POINT (-114.659366 44.389073)
DE,,,state,2020/05/23,Houses of Worship,start,"Policy_Details: Governor, Individuals age thirteen (13) and up are required to wear a cloth face covering to enter
and remain inside (a cloth face covering is recommended but not required for children
ages 2-12);
   Source information: https://news.delaware.gov/2020/05/18/governor-carney-issues-guidance-for-churches-houses-of-worship/",sip_submission_form: https://news.delaware.gov/2020/05/18/governor-carney-issues-guidance-for-churches-houses-of-worship/,,POINT (-75.452394 38.994926)
NH,Strafford,33017,county,2020/06/15,Food and Drink,start,Policy_Details: restaurants open for indoor seated dining at 50% occupancy capacity    Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,sip_submission_form: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,,POINT (-71.57139 43.680429)
OR,Grant,41023,county,2020/06/05,New Phase,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups. Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3,POINT (-120.605279 43.940449)
IL,Cumberland,17035,county,2021/01/15,Childcare (K-12),start,"Policy_Details: -  P-12 schools, higher education, all summer programs, and child care open with IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4",sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
IL,Boone,17007,county,2021/01/15,Phase 4,start,"Policy_Details: To prepare businesses and employers to implement new and updated safety guidelines in Phase 4, the State of Illinois has developed this business toolkit complete with signage, posters, and other resources to ensure business and activities are conducted in accordance with the latest public health recommendations. See an overview of the Phase 4 changes here  https://dceocovid19resources.com/restore-illinois/restore-illinois-phase-4/   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4",sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
AZ,,,state,2020/03/31,Non-Essential Businesses,start,"Policy_Details: Starting Monday, May 4, 2020, retail businesses will be allowed to sell goods through delivery service, window service, walk-up service, drive-through service, drive-up service or curbside delivery provided they establish and implement sanitation and physical distancing measures. This updated guidance applies to the act of selling goods, not services.   Source information: https://azgovernor.gov/sites/default/files/eo_2020-33_0.pdf",sip_submission_form: https://azgovernor.gov/sites/default/files/eo_2020-33_0.pdf,,POINT (-111.664616 34.293239)
UT,Uintah,49047,county,2020/11/24,Phase 1,start,Policy_Details: Restrictions for highest level of transmission   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/,sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
WA,,,state,2020/06/01,higher education,start,"Policy_Details: higher education and critical infrastructure workforce training work resumes. Phase Level: 1, Phase Details Source information: https://www.governor.wa.gov/sites/default/files/COVID19Phase1Higher%20EducationGuidance.pdf",sip_submission_form: https://www.governor.wa.gov/sites/default/files/COVID19Phase1Higher%20EducationGuidance.pdf,,POINT (-120.592492 47.411715)
TX,Taylor County,48441,county,2020/03/31,Shelter in Place,start,Taylor County Policy Start,wikidata,,POINT (-99.317341 31.447238)
FL,Orange County,12095,county,2020/03/26,Shelter in Place,start,Orange County Policy Start,wikidata,,POINT (-82.420978 28.260731)
MO,St. Charles County,29183,county,2020/03/24,Shelter in Place,start,St. Charles County Policy Start,wikidata,,POINT (-92.477244 38.3675)
IL,Cass,17017,county,2021/01/15,Manufacturing,start,Policy_Details: All manufacturing open with IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
MS,Jefferson,28063,county,2020/07/13,Non-Essential Businesses,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,,POINT (-89.65344 32.713378)
CO,Otero,08089,county,2020/10/30,Phase 2,start,"Policy_Details: Safer At Home Level 2:
New COVID-10 cases are at an incidence of no greater than 175 per 100,000 in a two week period, percent of positive test results over a rolling 14 day average is no greater than 10%, and hospitalization rates are stable or improving in the preceding 14 day
period.
Capacity at outdoor gatherings, indoor places, restaurants, places of worship, etc. are further restricted.   Source information: https://www.oterogov.com/images/health/COVID-19/10_27_20.pdf",sip_submission_form: https://www.oterogov.com/images/health/COVID-19/10_27_20.pdf,4,POINT (-105.547832 38.998552)
OH,Erie,39043,county,2020/07/23,Public Health Advisory System,start,"Policy_Details: counties upgraded to Red Alert Level 3 must limit gatherings of any number, consider necessary travel only, and decrease in-person interactions    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,,POINT (-82.70936 40.415534)
IN,,,state,2020/07/27,Mask Requirement,start,"Policy_Details: face covering required in businesses, public buildings, indoor public spaces, public transportation (incl. taxi, ride-sharing, car service), and outdoor public spaces where social distancing is not feasible; face covering NOT required in private residences, offices, and workspaces or meetings with 6 ft. social distancing    Source information: https://www.in.gov/gov/files/Executive%20Order%2020-37%20Face%20Covering%20Requirement.pdf",sip_submission_form: https://www.in.gov/gov/files/Executive%20Order%2020-37%20Face%20Covering%20Requirement.pdf,5,POINT (-86.2818 39.919991)
IL,Boone,17007,county,2021/01/15,Food and Drink,start,Policy_Details: Bars and restaurants: Open with capacity limits and IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
TX,Mason,48319,county,2020/07/03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and","sip_submission_form: https://tdem.texas.gov/ga29/, and",,POINT (-99.317341 31.447238)
UT,Box Elder,49003,county,2020/11/24,Food and Drink,start,"Policy_Details: - Masks required
- 6’ between parties at all times (including waiting areas and when seated)
- No alcohol sales later than 10 p.m.
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
IL,Hamilton,17065,county,2021/01/15,Houses of Worship,start,Policy_Details: - All gatherings of 50 people or fewer are allowed with this limit subject to change based on latest data & guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
PR,,,state,2020/03/16,Shelter in Place,start,Policy_Details: Retail - 50% Personal Care - Mon-Sat Outdoor and Recreations - Within curfew   Source information: https://www.estado.pr.gov/en/executive-orders/,sip_submission_form: https://www.estado.pr.gov/en/executive-orders/,,POINT (-66.414655 18.215692)
OH,Summit,39153,county,2020/07/23,Public Health Advisory System,start,"Policy_Details: individuals in counties downgraded to Orange Alert Level 2 must limit or avoid unnecessary visits to hospitals, nursing homes, and residential care facilities; decrease in-person interactions outside household; and avoid contact with anyone who is considered high-risk    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,,POINT (-82.70936 40.415534)
CA,Glenn,06021,county,2020/11/16,Shelter in Place,start,Policy_Details: Glenn County has been moved back into the more restrictive Purple tier 1.   Source information: https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,sip_submission_form: https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,,POINT (-119.662127 37.211164)
MI,Gogebic,26053,county,2020/07/31,Entertainment,start,"Policy_Details: Region 8 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",,POINT (-85.730977 44.874798)
OR,Baker,41001,county,2020/06/06,Entertainment,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups.

 Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3,POINT (-120.605279 43.940449)
TX,Jefferson County,48245,county,2020/03/27,Shelter in Place,start,Jefferson County Policy Start,wikidata,,POINT (-99.317341 31.447238)
MO,Stoddard County,29207,county,2020/04/03,Shelter in Place,start,Stoddard County Policy Start,wikidata,,POINT (-92.477244 38.3675)
MO,Webster County,29225,county,2020/03/26,Shelter in Place,start,Webster County Policy Start,wikidata,,POINT (-92.477244 38.3675)
CO,Douglas County,08035,county,2020/03/26,Shelter in Place,start,Douglas County Policy Start,wikidata,,POINT (-105.547832 38.998552)
NE,Pawnee,31133,county,2020/04/03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
WA,,,state,2020/06/26,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-120.592492 47.411715)
AK,Northwest Arctic,02188,county,2020/03/19,Entertainment,start,Policy_Details: All entertainment facitlities including gyms and bingo halls are closed to the public.    Source information: http://www.nwabor.org/wp-content/uploads/Emergency-Proclamation-Declaration-Order-E0-01-031920.pdf,sip_submission_form: http://www.nwabor.org/wp-content/uploads/Emergency-Proclamation-Declaration-Order-E0-01-031920.pdf,,POINT (-151.631889 63.631126)
IL,Warren,17187,county,2021/01/15,Food and Drink,start,Policy_Details: Bars and restaurants: Open with capacity limits and IDPH approved safety guidance   Source information: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,sip_submission_form: https://coronavirus.illinois.gov/s/restore-illinois-phase-4,5,POINT (-89.148632 40.124144)
NE,Greeley,31077,county,2020/04/03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
NE,McPherson,31119,county,2020/04/01,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,,POINT (-99.810595 41.527099)
TX,Brazos County,48041,county,2020/03/24,Shelter in Place,start,Brazos County Policy Start,wikidata,,POINT (-99.317341 31.447238)
AZ,,,state,2020/03/25,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,,POINT (-111.664616 34.293239)
AK,,,state,2020/03/16,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,,POINT (-151.631889 63.631126)
HI,,,state,2020/05/07,Personal Care,start,"Policy_Details: ""Under Phase 1 of the state’s re-opening, the following businesses and operations can re-open starting May 7, 2020 at 12:01 a.m.  However, everyone is advised to check the restrictions in place in each county, as they may differ.

Agriculture (non-food), such as landscape, ornamental plant growers, and nurseries
Auto Dealerships
Car Washes
Childcare services, licensed or authorized under the law
Pet Grooming Services
Observatories & Support Facilities
Retail & Repair Services, such as apparel, florists, watch & surfboard repair (Note: retail does not re-open in City & County of Honolulu until May 15, and retail & most repair will not re-open in Maui county.)
Shopping Malls – limited to retail and repair services (Note: shopping malls are not reopening in Maui county.)"" Phase Level: 1, Phase Details Source information: https://governor.hawaii.gov/wp-content/uploads/2020/05/2005024-ATG_Seventh-Supplementary-Proclamation-for-COVID-19-distribution-signed-1.pdf",sip_submission_form: https://governor.hawaii.gov/wp-content/uploads/2020/05/2005024-ATG_Seventh-Supplementary-Proclamation-for-COVID-19-distribution-signed-1.pdf,,POINT (-157.854309 21.361013)
UT,Emery,49015,county,2020/11/24,Outdoor and Recreation,start,"Policy_Details: - Masks required
- 6’ between parties at all times, can apply for exceptions but will rarely be granted
   Source information: https://coronavirus.utah.gov/utah-health-guidance-levels/",sip_submission_form: https://coronavirus.utah.gov/utah-health-guidance-levels/,3,POINT (-111.678222 39.323779)
NE,,,state,2020/05/04,Personal Care,start,"Policy_Details: "" Salons
As of May 4th, beauty/nail salons, barber shops, massage therapy services, and tattoo parlors/studios in the above LHDs will be permitted to open.  These establishments will be added to the list of gatherings subject to the 10-person rule.
The new DHM will require both workers and patrons of these establishments to wear masks.
For districts other than those listed above, these establishments will remain closed past May 3rd.
•       Restaurants
As of May 4th, restaurants will be allowed to serve dine-in customers if all of the following conditions are met:
   The restaurant limits seating to 50% of the rated occupancy maximum at all times.
   The restaurant seats parties at least six feet apart.
   All dining parties are restricted to no more than six persons (groups larger than six will need to sit at separate tables).
   Self-serve buffets and salad bars are prohibited.  Restaurant staff must serve food directly to customers or implement buffet orders from the customer table.  No customer self-service will be allowed.
   Bar seating is not permitted.
   Patrons may only consume alcohol on the premises if also consuming a meal.
Bars that do not serve food will remain limited to carry-out sales and delivery only.
For districts other than those listed above, restaurants will remain limited to delivery, drive-thru, or carryout past May 3rd.

•       Childcare Facilities
 As of May 4th, childcare facilities will be permitted to have up to 15 kids per room/space.
    All other state provisions, statutes, and regulations (including child-to-staff ratios) still apply.
    For districts other than those listed above, childcares will remain restricted to 10 children per room/space.

•       Other Establishments
Bars, gentlemen’s clubs, bottle clubs, indoor movie theaters, indoor theaters/playhouses will remain closed statewide until May 31st, though the State may revise the DHM prior to that date.""   Source information: https://governor.nebraska.gov/press/gov-ricketts-announces-upcoming-changes-directed-health-measures-deploys-additional-resources",sip_submission_form: https://governor.nebraska.gov/press/gov-ricketts-announces-upcoming-changes-directed-health-measures-deploys-additional-resources,,POINT (-99.810595 41.527099)
CT,,,state,2020/03/23,Food and Drink,start,"Policy_Details: in-house dining prohibited ; food establishments required to provide take-out & delivery

 Phase Level: Shelter in Place, Phase Details Source information: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf",sip_submission_form: https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7H.pdf,3,POINT (-72.738288 41.575155)
